CNN,http://www.logospike.com/wp-content/uploads/2014/11/Cnn_logo-2.png
FoxNews,https://upload.wikimedia.org/wikipedia/commons/d/d4/Fox_News_Channel_logo.png
New York Times,http://1000logos.net/wp-content/uploads/2017/04/Logo-New-York-Times.jpg
